user_id,screen_name,is_bot,account_age,is_blue_verified,is_verified,profile_description_sentiment,following_count,followers_count,following_to_followers,is_possibly_sensitive,is_default_profile_image,is_profile_banner,is_profile_image_valid,tweet_freq,parsed_owned_tweets_count,parsed_owned_text_tweets_count,parsed_retweets_count,likes_freq,media_freq,followers_freq,following_freq,replies_to_owned,quotes_to_owned,retweets_to_owned,avg_urls,avg_hashtags,identical_tweet_freq,avg_tweet_sentiment,avg_replies_per_follower,avg_likes_per_follower,avg_retweets_per_follower
1004440668763230210,Alhassa13553164,0,2366,0,0,0.84,394,209,1.885,0,0,1,0,0.071,68,68,38,0.289,0.005,0.088,0.167,0.0,0.574,0.559,0.0,0.029,0.0,0.099,2.955,48.058,0.352
2577886615,ToneVays,1,3814,1,0,0.0,1664,289269,0.006,0,0,1,0,7.181,25,25,100,0.63,1.589,75.844,0.436,0.0,0.16,4.0,0.76,0.44,0.0,-0.062,0.102,0.332,0.024
1425141260256301059,ncpwg_org,0,1205,0,0,0.0,73,135,0.541,0,0,0,0,0.067,16,16,21,0.149,0.001,0.112,0.061,0.0,0.938,1.312,0.125,0.0,0.002,-0.058,4.63,82.87,32.407
38669987,cornishpenny,1,5682,0,0,-0.532,961,695,1.383,0,0,1,0,0.278,24,24,101,0.002,0.002,0.122,0.169,0.0,0.125,4.208,0.167,0.167,0.0,-0.452,0.18,0.839,0.36
92922681,OrlyLobel,0,5479,0,0,0.545,1646,4187,0.393,0,0,1,0,2.001,31,31,94,0.031,0.234,0.764,0.3,0.0,0.387,3.032,0.323,0.129,0.001,0.553,0.085,1.325,0.146
826929286380658688,marouaneksr,1,2856,0,0,0.752,44,239,0.184,0,0,1,0,0.005,0,0,12,0.0,0.0,0.084,0.015,0,0,0,0,0,0.0,0,0,0,0
117406291,sudsmr,0,5389,0,0,,283,227,1.247,0,0,0,0,0.212,19,19,106,0.005,0.005,0.042,0.053,0.0,0.316,5.579,0.0,1.0,0.0,0.113,0.232,5.796,0.0
1256624907305103360,aashir_mohammed,1,1670,0,0,,53,21,2.524,0,0,0,0,0.019,8,8,13,0.038,0.001,0.013,0.032,0.0,0.0,1.625,0.0,1.75,0.0,0.164,35.714,375.0,113.095
901231978766376961,marc_trev,0,2651,0,0,0.0,288,201,1.433,0,0,1,0,0.033,7,7,59,0.031,0.001,0.076,0.109,0.0,0.714,8.429,0.286,0.0,0.0,0.0,3.554,58.28,10.661
1478744084500078593,endoplasmarist2,1,1057,0,0,0.0,215,9,23.889,0,0,0,0,0.004,1,1,1,0.001,0.0,0.009,0.203,0.0,1.0,1.0,0.0,0.0,0.0,0.943,0.0,111.111,0.0
43194755,WildAid,0,5662,0,0,0.687,1730,62391,0.028,0,0,1,0,2.813,101,101,24,4.054,1.268,11.019,0.306,0.01,0.079,0.238,0.396,0.327,0.0,0.627,0.056,3.642,1.902
1372879289050308610,VegaswapAMM,1,1349,0,0,0.0,39,14681,0.003,0,0,1,0,0.732,125,125,0,0.729,0.162,10.883,0.029,0.0,0.0,0.0,0.896,5.656,0.001,0.422,0.075,0.536,1.234
633907829,StanfordHospPR,0,4521,0,0,0.0,44,22,2.0,0,0,0,0,0.001,1,1,2,0.0,0.0,0.005,0.01,0.0,0.0,2.0,1.0,0.0,0.0,0.719,0.0,0.0,0.0
1070942382986801153,___AliZ_,1,2182,0,0,,97,66,1.47,0,0,1,0,1.785,0,0,125,0.0,0.0,0.03,0.044,0,0,0,0,0,0.0,0,0,0,0
199369366,scholrly,0,5166,0,0,0.863,161,394,0.409,0,0,1,0,0.09,76,76,49,0.006,0.003,0.076,0.031,0.0,0.0,0.645,0.684,0.145,0.0,0.442,0.334,1.002,3.306
57398614,memobarba,0,5613,1,0,0.0,231152,240705,0.96,0,0,1,0,35.134,33,33,92,0.31,1.045,42.883,41.182,0.0,0.939,2.788,0.0,0.121,0.0,0.024,0.011,0.219,0.105
781982295863484456,BlkMamasMatter,1,2980,0,0,0.573,309,23797,0.013,0,0,1,0,2.088,108,108,17,0.305,0.571,7.986,0.104,0.0,0.009,0.157,0.389,2.657,0.0,0.445,0.002,0.354,0.161
927837253,EmtiyazKhan,0,4405,0,0,0.0,231,10905,0.021,0,0,0,0,1.271,54,54,71,0.659,0.09,2.476,0.052,0.13,0.556,1.315,0.593,0.13,0.0,0.595,0.177,4.933,0.892
907577359498338304,Yash78084388,1,2633,0,0,0.0,217,39,5.564,0,0,0,0,0.025,3,3,2,0.003,0.002,0.015,0.082,0.0,0.0,0.667,1.0,4.333,0.0,0.223,0.0,76.923,0.0
180038665,osmansayginer,0,5215,0,0,0.851,195,212,0.92,0,0,1,0,0.036,111,111,14,0.033,0.008,0.041,0.037,0.027,0.063,0.126,0.378,0.613,0.0,0.124,1.02,7.267,0.637
913302048564637696,LBank_Exchange,1,2617,0,0,0.0,2618,642721,0.004,0,0,1,0,5.717,89,89,36,6.767,3.868,245.595,1.0,0.0,0.011,0.404,0.854,1.652,0.0,0.405,0.171,0.31,0.149
499161087,TimotiOzcelik,1,4663,0,0,,282,174,1.621,0,0,1,0,0.241,16,16,109,0.004,0.006,0.037,0.06,0.0,0.062,6.812,0.25,0.625,0.0,0.097,1.078,6.825,0.359
48979419,trevarin,0,5639,0,0,0.0,592,231,2.563,0,0,1,0,0.826,52,52,73,0.005,0.05,0.041,0.105,0.0,0.923,1.404,0.019,0.038,0.0,0.058,1.166,2.331,0.083
745294695220158464,isacastroo1703,0,3081,0,0,0.0,168,79,2.127,0,0,1,0,0.006,5,5,13,0.001,0.0,0.026,0.055,0.0,0.6,2.6,0.0,0.2,0.0,0.314,0.0,5.063,0.0
1471529355851575305,OltremontiS,1,1077,0,0,,99,7,14.143,0,0,0,0,0.009,5,5,2,0.003,0.004,0.006,0.092,0.0,0.2,0.4,0.0,0.0,0.0,0.447,57.143,85.714,0.0
449462207,davyfreeman,0,4718,0,0,0.0,1316,3377,0.39,0,0,1,0,0.506,60,60,65,0.014,0.076,0.716,0.279,0.0,0.067,1.083,0.917,1.3,0.0,0.268,0.044,0.336,0.128
1449450582771699714,Martijn_Figee_,1,1138,0,0,0.0,115,136,0.846,0,0,1,0,0.005,0,0,2,0.0,0.0,0.12,0.101,0,0,0,0,0,0.0,0,0,0,0
1584137959,ar0mcintosh,0,4158,0,0,0.0,1932,3844,0.503,0,0,1,0,11.074,9,9,116,0.026,0.696,0.924,0.465,0.0,0.556,12.889,0.444,0.778,0.0,0.18,0.029,3.18,0.723
593658151,AndreBarrette1,1,4565,0,0,0.85,11464,10601,1.081,0,0,1,0,0.08,86,86,1,0.043,0.019,2.322,2.511,0.0,0.0,0.012,0.814,2.035,0.0,0.162,0.003,0.216,0.023
1272211725362753537,SachinSadh5,1,1627,0,0,0.0,7383,10255,0.72,0,0,0,0,15.753,1,1,124,0.01,0.254,6.303,4.538,0.0,0.0,124.0,0.0,1.0,0.001,0.0,0.0,1.56,0.488
69253605,Lencer_B,0,5571,0,0,0.857,1287,30344,0.042,0,0,1,0,49.832,16,16,109,0.015,3.499,5.447,0.231,0.0,0.25,6.812,0.0,0.125,0.0,-0.159,0.029,0.175,0.064
1416005642570059783,GermainNGuessa5,0,1230,0,0,,640,112,5.714,0,0,0,0,0.023,18,18,2,0.019,0.008,0.091,0.52,0.0,0.0,0.111,0.0,0.389,0.0,0.448,0.0,11.409,0.992
1291758490436812800,andenggis,1,1573,0,0,0.0,111,5,22.2,0,0,1,0,0.001,1,1,0,0.0,0.0,0.003,0.071,0.0,1.0,0.0,0.0,0.0,0,0.972,0.0,0.0,0.0
156611885,scekker,0,5277,0,0,0.0,1552,2606,0.596,0,0,1,0,1.744,91,91,34,0.051,0.058,0.494,0.294,0.33,0.527,0.374,0.11,0.066,0.0,0.276,0.358,1.139,0.232
1482202453395263488,ClintonStaha,1,1048,0,0,0.827,144,94,1.532,0,0,0,0,0.001,1,1,0,0.003,0.001,0.09,0.137,0.0,0.0,0.0,0.0,4.0,0,0.833,0.0,31.915,0.0
15231287,Gartner_inc,0,5999,1,0,0.722,10,429886,0.0,0,0,1,0,6.013,125,125,0,0.174,2.643,71.66,0.002,0.0,0.0,0.0,1.072,3.52,0.001,0.441,0.002,0.019,0.007
1340683845935509504,PanteaaN,1,1438,0,0,,167,572,0.292,0,0,0,0,0.715,103,103,22,5.524,0.057,0.398,0.116,0.0,0.291,0.214,0.019,0.01,0.0,-0.053,2.818,134.819,1.528
1254467707992510468,Fxz_7856,1,1676,0,0,,190,12,15.833,0,0,1,0,0.004,0,0,3,0.0,0.001,0.007,0.113,0,0,0,0,0,0.0,0,0,0,0
1271447460,Bamigbolaalbert,0,4275,0,0,,205,288,0.712,0,0,0,0,0.366,86,86,39,0.013,0.002,0.067,0.048,0.035,0.826,0.453,0.023,0.023,0.001,-0.074,1.534,2.18,0.767
1240338965674233857,Carolinerathabe,1,1715,1,0,0.821,59957,462405,0.13,0,0,1,0,261.946,23,23,102,1.182,10.744,269.624,34.96,0.0,0.13,4.435,0.13,0.13,0.0,-0.042,0.03,0.191,0.028
1440863493062725635,virginiaava2,0,1162,0,0,0.0,665,145,4.586,0,0,1,0,0.025,1,1,15,0.003,0.001,0.125,0.572,0.0,0.0,15.0,0.0,0.0,0.0,0.946,0.0,27.586,0.0
853411771184500737,MarioDestradi,1,2783,0,0,0.0,1566,1243,1.26,0,0,1,0,0.155,122,122,3,0.069,0.026,0.447,0.563,0.0,0.443,0.025,0.689,4.738,0.0,0.244,0.033,1.266,0.574
1453181291797622788,TusManosMedicas,0,1128,0,0,0.0,80,14,5.714,0,0,0,0,0.054,6,6,38,0.001,0.0,0.012,0.071,0.0,0.0,6.333,0.0,0.0,0.0,0.0,0.0,11.905,47.619
90807518,Jasmib,0,5489,0,0,,16,2,8.0,0,1,0,0,0.0,1,1,0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,1.0,1.0,0,0.767,0.0,0.0,0.0
1431258714917462019,m0rpholino,1,1188,0,0,0.0,493,129,3.822,0,0,1,0,0.143,56,56,27,0.029,0.024,0.109,0.415,0.0,0.25,0.482,0.357,0.054,0.004,0.221,3.876,4.845,0.0
1480543395558744069,2minStudio,0,1052,0,0,0.0,17,1,17.0,0,0,0,0,0.022,3,3,0,0.0,0.003,0.001,0.016,0.0,0.667,0.0,0.333,0.333,0.0,0.558,0.0,0.0,0.0
1034272792676421632,PeterBo49858290,1,2284,0,0,0.0,4873,2366,2.06,0,0,1,0,46.477,13,13,112,0.006,0.132,1.036,2.134,0.0,0.0,8.615,1.0,0.0,0.0,-0.092,0.098,0.423,0.098
4688688218,June_1ch,0,3253,0,0,0.0,205,1291,0.159,0,0,1,0,0.365,121,121,4,0.514,0.019,0.397,0.063,0.0,0.372,0.033,0.281,0.066,0.0,0.007,0.326,10.697,1.255
789891110,ThiagoBurghi,1,4473,0,0,0.0,294,53,5.547,0,0,1,0,0.015,0,0,4,0.0,0.0,0.012,0.066,0,0,0,0,0,0.0,0,0,0,0
1426751719896141825,tylerlaib24,0,1201,0,0,0.0,23,7,3.286,0,0,1,0,0.001,1,1,0,0.001,0.0,0.006,0.019,0.0,0.0,0.0,0.0,0.0,0,0.986,0.0,142.857,0.0
1031846051710418945,SirimanneVajira,1,2290,0,0,0.0,1415,370,3.824,0,0,1,0,0.511,125,125,0,0.062,0.076,0.162,0.618,0.0,0.0,0.0,0.568,0.016,0.0,0.023,0.022,3.092,0.086
2974453288,kdd_lab,0,3607,0,0,0.0,152,768,0.198,0,0,1,0,0.65,5,5,120,0.013,0.032,0.213,0.042,0.0,0.0,24.0,0.4,4.8,0.001,0.167,0.26,12.5,5.469
1457945244700315650,Salin35224733,1,1115,0,0,,170,18,9.444,0,0,0,0,0.225,1,1,7,0.001,0.005,0.016,0.152,0.0,0.0,7.0,0.0,1.0,0.0,-0.883,111.111,55.556,55.556
753165526566899713,owensmith2016,0,3059,0,0,0.0,416,8743,0.048,0,0,1,0,0.7,99,99,26,1.136,0.312,2.858,0.136,0.02,0.01,0.263,0.394,0.192,0.0,0.195,0.951,4.016,3.547
1400724735005233152,csfcsf5,1,1272,0,0,0.0,2950,2398,1.23,0,0,0,0,7.141,59,59,66,0.321,0.686,1.885,2.319,0.0,0.0,1.119,0.373,2.814,0.044,0.0,0.141,2.884,0.396
342181234,AgnesCallamard,0,4874,1,0,0.0,2742,87456,0.031,0,0,1,0,3.763,58,58,67,1.582,0.104,17.943,0.563,0.0,0.241,1.155,0.672,0.879,0.0,-0.323,0.169,1.521,0.677
1118067018035449856,AKrisyani,1,2052,0,0,0.0,19,3,6.333,0,0,1,0,0.0,1,1,0,0.0,0.0,0.001,0.009,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
6958,darryl_macleod,0,6637,0,0,0.0,4578,3636,1.259,0,0,1,0,4.022,51,51,74,0.014,0.358,0.548,0.69,0.0,0.137,1.451,0.392,0.314,0.0,0.126,0.049,0.518,0.043
1041440667313078274,UTGoodSystems,1,2264,0,0,0.753,414,1017,0.407,0,0,1,0,0.528,75,75,50,0.162,0.156,0.449,0.183,0.0,0.187,0.667,0.76,0.773,0.001,0.398,0.144,4.812,1.822
1058105899607252992,TsungYiLinCV,0,2218,0,0,0.0,337,2135,0.158,0,0,0,1,0.045,27,27,17,1.043,0.005,0.963,0.152,0.0,0.741,0.63,0.222,0.222,0.002,0.789,1.422,40.125,3.053
1208175773091270656,Tracey92887673,1,1804,0,0,0.0,366,37,9.892,0,0,0,0,0.006,0,0,1,0.0,0.0,0.021,0.203,0,0,0,0,0,0,0,0,0,0
469609215,MelissaHerman4,0,4695,0,0,0.0,2047,3732,0.548,0,0,1,0,1.677,30,30,95,0.123,0.124,0.795,0.436,0.0,0.533,3.167,0.0,0.067,0.0,0.876,0.134,5.145,0.438
1383617758508720130,tlcverge,1,1320,0,0,0.694,2475,1039,2.382,0,0,1,0,0.798,125,125,0,0.009,0.273,0.787,1.875,0.0,0.0,0.0,1.024,2.688,0.001,0.219,0.008,0.092,0.0
104083325,kamathmeenakshi,0,5434,0,0,0.0,130,28,4.643,0,1,0,0,0.01,45,45,4,0.001,0.0,0.005,0.024,0.022,0.0,0.089,0.0,0.0,0.0,0.253,0.0,2.381,0.0
831279121,RushVelcsov,1,4453,0,0,0.0,658,222,2.964,0,0,1,0,0.155,102,102,23,0.015,0.008,0.05,0.148,0.0,0.804,0.225,0.069,0.186,0.001,0.672,0.883,2.959,0.353
1011559160540876800,GaitiHasan,1,2346,0,0,0.0,127,1444,0.088,0,0,0,0,0.63,91,91,34,0.504,0.024,0.616,0.054,0.0,0.275,0.374,0.692,0.022,0.0,0.223,0.411,9.003,1.218
83855918,Mo_Farah,0,5517,1,0,0.711,475,1379859,0.0,0,0,1,0,0.698,26,26,99,16.418,0.149,250.11,0.086,0.0,0.0,3.808,0.346,0.615,0.0,0.53,0.095,2.525,0.249
340209989,nnamdiXY,0,4877,0,0,-0.629,461,496,0.929,0,0,1,0,2.895,51,51,74,0.004,0.01,0.102,0.095,0.0,0.431,1.451,0.0,0.078,0.0,0.056,0.633,0.751,0.277
1425659473838764034,_livryan__,1,1204,0,0,,8,2,4.0,0,1,0,0,0.006,7,7,0,0.002,0.001,0.002,0.007,0.0,0.714,0.0,0.143,1.0,0.267,-0.013,0.0,214.286,71.429
1143024633114845185,uhsnayvid,0,1984,0,0,0.0,1182,531,2.226,1,0,1,0,0.977,54,54,71,0.159,0.032,0.268,0.596,0.0,0.556,1.315,0.093,0.037,0.0,0.409,0.976,10.986,1.116
145169990,CallMeMa2mou,1,5307,0,0,0.0,513,427,1.201,0,0,1,0,3.032,56,56,69,0.005,0.142,0.08,0.097,0.0,0.554,1.232,0.018,0.018,0.0,-0.001,0.418,1.129,0.0
148465548,rg9119,0,5299,0,0,0.0,448,2000,0.224,0,0,1,0,1.011,28,28,97,0.112,0.088,0.377,0.085,0.0,0.321,3.464,0.357,0.036,0.0,0.151,0.518,10.643,1.375
500133474,gibbulloch,1,4662,0,0,0.0,2032,4680,0.434,0,0,1,0,1.609,39,39,86,0.022,0.146,1.004,0.436,0.0,0.205,2.205,0.462,0.872,0.0,0.493,0.027,0.553,0.148
148390293,ALkhALeeFA,0,5299,1,0,-0.843,919,5715,0.161,0,0,1,0,3.411,98,98,27,0.034,0.271,1.079,0.173,0.0,0.133,0.276,0.01,0.163,0.0,-0.04,0.062,0.325,0.059
1387744160757686272,getShowHQ,1,1308,0,0,0.547,954,466,2.047,0,0,1,0,0.794,123,123,2,0.047,0.343,0.356,0.729,0.089,0.016,0.016,0.154,1.902,0.003,0.564,1.814,1.064,0.035
2667389023,KQuickTCF,0,3782,0,0,0.0,520,746,0.697,0,0,1,0,0.355,5,5,120,0.007,0.003,0.197,0.137,0.0,0.8,24.0,0.0,0.4,0.0,0.198,0.268,7.507,1.877
1252117386,DPB59,1,4282,0,0,0.0,7316,6622,1.105,0,0,1,0,27.259,0,0,125,0.0,0.126,1.546,1.709,0,0,0,0,0,0.0,0,0,0,0
132830623,gubbilabs,0,5341,0,0,0.671,4298,4903,0.877,0,0,1,0,3.672,21,21,104,0.019,0.094,0.918,0.805,0.0,0.048,4.952,0.952,0.571,0.0,0.111,0.029,1.0,0.291
48008611,barniescoffee,1,5642,0,0,0.681,1843,2575,0.716,0,0,1,0,0.866,125,125,0,0.029,0.33,0.456,0.327,0.0,0.0,0.0,0.736,0.216,0.0,0.875,0.028,0.503,0.047
755857771,missyarobbins,0,4489,0,0,0.0,508,1296,0.392,0,0,0,0,0.037,46,46,77,0.015,0.003,0.289,0.113,0.022,0.0,1.674,0.152,0.37,0.0,0.653,0.403,1.124,0.721
1408590178759806978,CanadasFuture2,1,1251,0,0,0.0,50,12,4.167,0,0,1,0,0.018,1,1,21,0.001,0.0,0.01,0.04,0.0,1.0,21.0,0.0,1.0,0.0,0.543,0.0,83.333,0.0
823669734,JessMONeill,0,4457,0,0,0.0,981,1704,0.576,0,0,1,0,0.241,110,110,15,0.012,0.016,0.382,0.22,0.0,0.073,0.136,1.682,0.0,0.0,0.015,0.069,0.283,0.229
822426735136350208,WirBristol,1,2868,0,0,0.69,307,459,0.669,0,0,0,0,0.231,29,29,96,0.085,0.014,0.16,0.107,0.0,0.172,3.31,0.138,1.483,0.0,0.405,1.202,18.256,8.94
1210956763618394113,Doc_Salman29,1,1796,0,0,0.0,208,92,2.261,0,0,1,0,0.156,23,23,102,0.058,0.006,0.051,0.116,0.0,0.174,4.435,0.0,1.391,0.0,0.091,1.418,49.622,43.478
2232848496,jonaslindeloev,0,4009,0,0,0.579,333,3701,0.09,0,0,1,0,0.709,90,90,35,0.305,0.061,0.923,0.083,0.033,0.456,0.389,0.2,0.156,0.0,0.218,0.357,3.675,0.414
1871389603,Yetimyetade,1,4090,0,0,,675,31,21.774,0,0,0,0,0.066,0,0,125,0.0,0.0,0.008,0.165,0,0,0,0,0,0.0,0,0,0,0
1400945465634529288,xdbpa,0,1272,0,0,0.0,1336,330,4.048,0,0,1,0,0.064,31,31,24,0.033,0.006,0.259,1.05,0.0,0.484,0.774,0.097,0.677,0.001,-0.249,0.978,4.106,2.151
247943231,dalgodoy,1,5044,0,0,0.0,272,152,1.789,0,0,1,0,0.057,10,10,115,0.009,0.002,0.03,0.054,0.0,0.1,11.5,0.4,1.0,0.0,0.156,0.0,30.921,10.526
2414012077,MeVisionAcademy,0,3898,0,0,0.0,16600,30643,0.542,0,0,1,0,7.623,29,29,96,0.017,2.347,7.861,4.259,0.0,0.552,3.31,0.724,1.345,0.0,0.608,0.002,0.074,0.054
1081252025915068417,NehaSha12172516,1,2154,0,0,,33,19,1.737,0,0,1,0,0.36,63,63,62,0.082,0.022,0.009,0.015,0.0,0.27,0.984,0.016,2.206,0.0,0.389,3.342,147.034,50.125
985221540,maria_rescigno,0,4378,0,0,,35,523,0.067,0,0,1,0,0.05,64,64,61,0.129,0.001,0.119,0.008,0.0,0.016,0.953,1.031,0.672,0.004,0.222,0.866,16.91,3.316
1166752450537295873,LS_CaresPhilly,0,1918,0,0,0.597,125,299,0.418,0,0,1,0,0.233,125,125,0,0.063,0.194,0.156,0.065,0.0,0.008,0.0,0.2,0.344,0.0,0.643,0.214,3.211,0.401
72448544,victoriasaidhi,1,5560,0,0,0.0,235,104,2.26,0,0,1,0,0.006,10,10,14,0.002,0.001,0.019,0.042,0.0,0.3,1.4,0.2,0.2,0.0,0.439,1.923,9.615,0.0
17659206,soompi,0,5845,1,0,0.623,1030,3690305,0.0,0,0,1,0,34.647,122,122,3,18.559,27.053,631.361,0.176,0.0,0.008,0.025,1.025,2.303,0.0,0.094,0.004,0.241,0.052
1145016098628259845,Megan61909994,1,1978,0,0,0.0,86,20,4.3,0,0,0,0,0.012,5,5,6,0.001,0.001,0.01,0.043,0.0,0.2,1.2,0.4,0.8,0.0,0.218,0.0,20.0,0.0
1130810826636398592,erensleepy,0,2017,0,0,0.0,1102,829,1.329,0,0,0,0,0.713,0,0,125,0.0,0.0,0.411,0.546,0,0,0,0,0,0.0,0,0,0,0
28052098,LadyTate76,1,5720,0,0,,824,147,5.605,0,0,1,0,0.201,108,108,17,0.02,0.023,0.026,0.144,0.009,0.306,0.157,0.0,1.861,0.0,0.633,1.008,7.307,0.693
95329049,PerryCarpenter,0,5469,1,0,0.0,3486,4428,0.787,0,0,1,0,0.345,61,61,64,0.051,0.034,0.81,0.637,0.0,0.361,1.049,0.525,1.525,0.0,0.746,0.067,1.026,0.193
1355298392,samir21s,1,4244,0,0,,566,31,18.258,0,0,1,0,0.018,16,16,54,0.002,0.0,0.007,0.133,0.0,0.0,3.375,0.812,0.188,0.0,0.04,0.0,14.113,0.0
859969123102539777,nircasm,0,2765,0,0,0.0,1895,1596,1.187,0,0,1,0,4.108,113,113,12,0.169,0.185,0.577,0.685,0.0,0.283,0.106,0.0,0.097,0.0,0.054,0.283,2.595,0.022
936331435614593024,AmandaPapp4AI,1,2554,0,0,0.0,355,255,1.392,0,0,1,0,0.339,77,77,48,0.174,0.035,0.1,0.139,0.0,0.325,0.623,0.494,1.26,0.0,0.745,1.07,22.613,1.324
130709088,analokmaus,0,5348,1,0,0.0,1041,3120,0.334,0,0,1,0,1.542,85,85,40,0.215,0.174,0.583,0.195,0.0,0.118,0.471,0.024,0.129,0.0,0.009,0.064,4.333,0.102
1359333804196777985,ken1ha,1,1387,0,0,0.0,271,14,19.357,0,0,1,0,0.721,107,107,18,0.01,0.03,0.01,0.195,0.0,0.084,0.168,0.897,0.009,0.001,-0.014,20.694,9.346,4.005
1069621025493737473,jaesungtae,0,2186,0,0,0.0,238,135,1.763,0,0,1,0,0.011,0,0,10,0.0,0.0,0.062,0.109,0,0,0,0,0,0.0,0,0,0,0
216563156,iluvbrains13,1,5125,0,0,,57,12,4.75,0,1,0,0,0.001,1,1,0,0.0,0.0,0.002,0.011,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,83.333,0.0
984232946596016128,_MohammadSajjad,0,2422,0,0,0.0,6507,2672,2.435,0,0,1,0,0.012,18,18,0,0.081,0.002,1.103,2.687,0.0,0.056,0.0,0.0,0.222,0.0,0.043,0.291,4.054,0.021
902120672,salah50_noha,1,4417,0,0,,427,3,142.333,0,0,1,0,0.002,5,5,0,0.0,0.0,0.001,0.097,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,66.667,66.667
3033869396,DriftHarder,0,3568,0,0,0.945,465,402,1.157,0,0,1,0,14.308,2,2,123,0.0,0.995,0.113,0.13,0.0,0.0,61.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1319516983231090689,NeuraSapiens,1,1497,0,0,0.793,5262,6780,0.776,0,0,0,0,0.485,125,125,0,0.191,0.412,4.529,3.515,0.0,0.0,0.0,0.024,0.0,0.001,0.919,0.017,0.337,0.015
1079534090607570944,PrinceFeb1,0,2159,0,0,0.0,54,28,1.929,0,0,1,0,0.013,5,5,8,0.001,0.002,0.013,0.025,0.0,0.4,1.6,0.0,0.0,0.0,0.392,7.143,14.286,7.143
914863145906262017,rachyqzhang,1,2613,0,0,0.0,213,269,0.792,0,0,0,0,0.003,1,1,6,0.0,0.0,0.103,0.082,0.0,0.0,6.0,1.0,1.0,0.0,0.925,0.0,0.0,0.0
